"","index","ActivityName","angle.tBodyAccJerkMean..gravityMean.","angle.tBodyGyroMean.gravityMean.","angle.tBodyGyroJerkMean.gravityMean.","angle.X.gravityMean.","angle.Y.gravityMean.","angle.Z.gravityMean."
"2234",2234,"STANDING",0.14506391,-0.54997613,0.52141733,-0.72316645,0.21187282,0.17717534
"2235",2235,"STANDING",0.50702077,0.45267327,0.43348784,-0.72174337,0.21457224,0.17626862
"2236",2236,"STANDING",-0.11467073,0.2060335,-0.28615784,-0.71776985,0.2164093,0.17832618
"2237",2237,"STANDING",0.16596298,-0.50178425,0.041092819,-0.71688553,0.21557952,0.17979111
"2238",2238,"STANDING",0.070307803,-0.23923382,0.37220929,-0.55290902,0.26482921,0.28353739
"2239",2239,"STANDING",0.10441805,-0.20826032,-0.45188775,-0.61448602,0.23100373,0.25572519
"2240",2240,"STANDING",-0.21958341,-0.21196368,-0.24672491,-0.60970194,0.23328718,0.25817043
"2241",2241,"STANDING",0.2948529,-0.23510604,0.42850285,-0.59789583,0.23716485,0.26532253
"2242",2242,"STANDING",0.27005821,0.060947911,-0.3679026,-0.59885575,0.23666184,0.26486313
"2243",2243,"STANDING",-0.45062138,-0.38190134,-0.69958243,-0.59584206,0.23756971,0.26673911
"2244",2244,"STANDING",0.041567368,-0.5649344,0.65412408,-0.59079187,0.24031218,0.26908725
"2245",2245,"STANDING",-0.18218506,-0.14459717,-0.24432035,-0.59348978,0.24022285,0.26693592
"2246",2246,"STANDING",-0.26150089,-0.53245102,0.83842387,-0.59645943,0.23784039,0.26605933
"2247",2247,"STANDING",0.1568083,-0.24563232,0.39996934,-0.60468202,0.23228635,0.26290668
"2248",2248,"STANDING",0.2071385,0.53571706,-0.30539015,-0.61179208,0.23001766,0.2585511
"2249",2249,"STANDING",0.074895061,0.73692811,-0.24611774,-0.60722381,0.23363775,0.25997217
"2250",2250,"STANDING",-0.054505352,0.63622355,0.079071889,-0.60360425,0.23317704,0.26322027
"2251",2251,"SITTING",0.050763242,0.19971262,-0.11262382,-0.90179018,0.087494719,-0.054175937
"2252",2252,"SITTING",-0.065553451,0.19703906,-0.33899783,-0.90651752,0.093546653,-0.05130632
"2253",2253,"SITTING",0.13633923,0.16767328,-0.30366931,-0.91291362,0.10172485,-0.046526792
"2254",2254,"SITTING",0.023488661,-0.12075284,-0.20229691,-0.90800846,0.098966644,-0.05023828
"2255",2255,"SITTING",0.46074838,-0.3695733,0.067619391,-0.90416892,0.099485296,-0.052972217
"2256",2256,"SITTING",-0.037360938,-0.28622793,0.44743369,-0.90842933,0.097745424,-0.049976516
"2257",2257,"SITTING",-0.39054075,-0.31947528,-0.021101111,-0.91845277,0.096746071,-0.042799145
"2258",2258,"SITTING",0.36798933,0.0030218357,0.39086604,-0.92424301,0.09655572,-0.038645443
"2259",2259,"SITTING",0.34787574,0.2199113,0.25424355,-0.92306416,0.095325668,-0.039483264
"2260",2260,"SITTING",-0.1272315,0.14919716,-0.52454997,-0.92300891,0.095381565,-0.039523904
"2261",2261,"SITTING",-0.09588602,0.2716406,-0.12392841,-0.92378184,0.096799235,-0.038974557
"2262",2262,"SITTING",-0.061793807,0.034051494,0.23389644,-0.92369192,0.097874275,-0.039017568
"2263",2263,"SITTING",0.049702289,0.45722898,-0.3352703,-0.81422482,0.15959073,0.13585865
"2264",2264,"SITTING",-0.12255857,0.53088714,-0.58049073,-0.8443234,0.13860002,0.12267852
"2265",2265,"SITTING",0.25210625,0.56200841,-0.39059419,-0.84849941,0.13240536,0.12200586
"2266",2266,"SITTING",0.41380974,-0.087518623,-0.35956906,-0.8452692,0.13050627,0.12514714
"2267",2267,"SITTING",-0.76335134,-0.34680226,-0.76136632,-0.8529494,0.12453517,0.12131963
"2268",2268,"SITTING",0.40450346,-0.40391023,0.13227989,-0.85867964,0.12163329,0.11789422
"2269",2269,"SITTING",0.14428579,-0.44187056,0.21092597,-0.85895288,0.12091881,0.11788681
"2270",2270,"SITTING",-0.17180045,-0.18005988,0.19245249,-0.85875607,0.1183991,0.11867311
"2271",2271,"SITTING",0.090917061,0.10650131,0.32296485,-0.85818475,0.11722508,0.119366
"2272",2272,"SITTING",0.25554935,0.158807,0.011342188,-0.85611954,0.11965045,0.1203086
"2273",2273,"SITTING",0.71297453,0.3003183,-0.31918779,-0.85733626,0.12018427,0.11927558
"2274",2274,"SITTING",-0.22905884,0.26462024,-0.1218409,-0.85739866,0.11943916,0.11941839
"2275",2275,"SITTING",-0.28105756,-0.89413971,0.17037364,-0.85457424,0.11944281,0.12149837
"2276",2276,"SITTING",-0.23409949,-0.19690106,0.22461114,-0.8524259,0.11897573,0.12319104
"2277",2277,"LAYING",0.19109668,-0.24530187,0.50304307,0.27626728,-0.30539815,-0.63714368
"2278",2278,"LAYING",-0.37034334,-0.12643519,0.27285412,0.42468417,-0.323592,-0.66959138
"2279",2279,"LAYING",0.023080769,-0.077075633,0.1294854,0.40854882,-0.31556359,-0.67360274
"2280",2280,"LAYING",0.20579909,0.098509539,0.062514303,0.40924825,-0.31062979,-0.67878385
"2281",2281,"LAYING",-0.31718691,0.51215784,0.0070848292,0.41174742,-0.30714179,-0.68298027
"2282",2282,"LAYING",-0.29042248,0.23414124,-0.19860417,0.41074534,-0.30664624,-0.68321365
"2283",2283,"LAYING",-0.28460804,0.14305672,0.15186308,0.41420768,-0.3086222,-0.6821332
"2284",2284,"LAYING",0.34752099,-0.18320244,0.14823671,0.41832634,-0.30890984,-0.68291214
"2285",2285,"LAYING",-0.011199391,-0.27007204,0.12571887,0.41965789,-0.30421568,-0.68800965
"2286",2286,"LAYING",-0.33841216,0.28131783,0.53311162,0.41911474,-0.3004913,-0.69163959
"2287",2287,"LAYING",0.82096634,0.1748093,-0.39879732,0.41704009,-0.30221264,-0.68936008
"2288",2288,"LAYING",0.13990969,0.65001718,-0.52278566,0.41486375,-0.30453617,-0.68644022
"2289",2289,"LAYING",0.055171546,-0.14938313,-0.0033414183,0.45946989,-0.28933773,-0.71232671
"2290",2290,"LAYING",0.020321867,-0.14527604,0.11370264,0.41630292,-0.282581,-0.70897078
"2291",2291,"LAYING",0.26211074,-0.097993926,0.05583776,0.41968875,-0.27838057,-0.71409743
"2292",2292,"LAYING",-0.61752436,0.26739424,0.29519928,0.41996366,-0.27575343,-0.71681247
"2293",2293,"LAYING",-0.53189025,0.24294206,-0.012086169,0.4183986,-0.27611422,-0.71603359
"2294",2294,"LAYING",0.37896227,0.22257222,-0.49793738,0.41843531,-0.27589494,-0.71626377
"2295",2295,"LAYING",-0.06584741,0.11958843,-0.1528453,0.41424608,-0.27653312,-0.71449278
"2296",2296,"LAYING",0.066988346,0.2528231,0.14138288,0.41339991,-0.27537565,-0.71542286
"2297",2297,"LAYING",0.28337006,-0.2721581,0.30058223,0.41316736,-0.27452544,-0.71621169
"2298",2298,"LAYING",-0.18750067,-0.31901192,-0.20991446,0.40823837,-0.27638368,-0.71298061
"2299",2299,"LAYING",-0.18111232,0.048224909,-0.27188598,0.40725534,-0.27640976,-0.71267786
"2300",2300,"LAYING",0.036710297,0.31576146,-0.30447981,0.40347142,-0.28168831,-0.70631895
"2301",2301,"LAYING",0.51090608,-0.30774126,-0.58375738,0.39743738,-0.28434671,-0.70191516
"2302",2302,"WALKING",-0.38686387,-0.93556842,-0.24547515,-0.55081486,0.23739666,0.30300466
"2303",2303,"WALKING",0.30183478,-0.90932681,0.74342203,-0.53073837,0.26391197,0.30247694
"2304",2304,"WALKING",-0.45038469,0.1845718,0.95171699,-0.52368793,0.27118451,0.30322608
"2305",2305,"WALKING",-0.53115894,0.72328165,0.31775618,-0.51825452,0.27388176,0.30579419
"2306",2306,"WALKING",-0.040265957,0.93461897,0.28174867,-0.52521758,0.26719367,0.30474832
"2307",2307,"WALKING",0.49216963,0.2666964,0.31065042,-0.55215124,0.24732235,0.29595777
"2308",2308,"WALKING",0.42771594,-0.3662976,0.13633985,-0.56273663,0.2423325,0.2905511
"2309",2309,"WALKING",0.26659982,0.66426236,-0.23840025,-0.55090823,0.25239187,0.29371866
"2310",2310,"WALKING",0.19211935,0.42434034,0.13631085,-0.54041799,0.25937124,0.29764015
"2311",2311,"WALKING",-0.52707127,0.8726799,0.46780893,-0.53611128,0.26153504,0.29969881
"2312",2312,"WALKING",-0.088822611,-0.75243127,-0.73489604,-0.52974373,0.25928049,0.30637524
"2313",2313,"WALKING",-0.11128241,-0.77517928,-0.50009196,-0.52721984,0.26372745,0.30547146
"2314",2314,"WALKING",0.0050266439,0.41053584,-0.0074802627,-0.53660954,0.26792303,0.2948661
"2315",2315,"WALKING",0.042604292,0.6250639,-0.022590085,-0.53936024,0.26345569,0.29572499
"2316",2316,"WALKING",0.42083908,0.32757477,0.3974139,-0.53883242,0.26214722,0.29705688
"2317",2317,"WALKING",0.020086567,-0.0079791397,-0.056755916,-0.53980473,0.26428477,0.29478459
"2318",2318,"WALKING",0.3662575,-0.83258463,0.49702265,-0.53481621,0.24364691,0.31202256
"2319",2319,"WALKING",0.58169616,-0.37672141,0.37499419,-0.52140408,0.27194577,0.30456981
"2320",2320,"WALKING",0.61096801,0.90914295,-0.00013383864,-0.51975643,0.27469892,0.303972
"2321",2321,"WALKING",-0.29488056,0.76223055,-0.50562452,-0.52913372,0.26648778,0.30202676
"2322",2322,"WALKING",-0.82030689,0.38376528,-0.7279941,-0.54516391,0.25890338,0.29407664
"2323",2323,"WALKING",-0.82582119,-0.57446325,-0.067407438,-0.54988768,0.25780977,0.29094784
"2324",2324,"WALKING",0.17109938,-0.85609219,0.065392021,-0.54158665,0.26511518,0.29273391
"2325",2325,"WALKING",0.59258455,0.45307439,0.0055811359,-0.53448053,0.26607973,0.29791819
"2326",2326,"WALKING",0.58547737,0.32830136,0.081606806,-0.53228548,0.26446148,0.30083698
"2327",2327,"WALKING",-0.52645394,-0.11475685,-0.41457475,-0.53150557,0.26867505,0.2985511
"2328",2328,"WALKING",-0.71921468,-0.20896062,-0.2484234,-0.53031696,0.26986505,0.29869114
"2329",2329,"WALKING",0.51499443,-0.3869707,-0.18876124,-0.53210432,0.26595008,0.29996113
"2330",2330,"WALKING",-0.006664091,-0.76351448,0.35246888,-0.53648478,0.26335458,0.29815487
"2331",2331,"WALKING",-0.47095398,-0.58953363,0.79958662,-0.53799674,0.25998074,0.29920641
"2332",2332,"WALKING_DOWNSTAIRS",-0.84123919,-0.53296663,-0.12184064,-0.57133273,0.26565166,0.26739656
"2333",2333,"WALKING_DOWNSTAIRS",0.54772275,0.81609094,0.89206133,-0.60686029,0.25962666,0.24144725
"2334",2334,"WALKING_DOWNSTAIRS",0.71964609,0.99117893,-0.084301996,-0.60697554,0.24917299,0.24944713
"2335",2335,"WALKING_DOWNSTAIRS",-0.7032204,0.49967165,-0.66954381,-0.57203033,0.25749671,0.27283959
"2336",2336,"WALKING_DOWNSTAIRS",0.39162217,0.72934198,0.64488963,-0.55577715,0.26699921,0.27955038
"2337",2337,"WALKING_DOWNSTAIRS",0.66679334,0.90151259,-0.33873811,-0.57201914,0.25090674,0.27744506
"2338",2338,"WALKING_DOWNSTAIRS",-0.53722689,-0.84385836,-0.54760327,-0.56206631,0.25416998,0.28341952
"2339",2339,"WALKING_DOWNSTAIRS",-0.52924894,-0.90468247,0.60263411,-0.57605957,0.2649282,0.26391584
"2340",2340,"WALKING_DOWNSTAIRS",-0.80976601,-0.90013417,0.33539651,-0.54896375,0.26909615,0.2837248
"2341",2341,"WALKING_DOWNSTAIRS",0.4513729,0.3788121,0.80949722,-0.5799131,0.25733463,0.26634232
"2342",2342,"WALKING_DOWNSTAIRS",0.61439427,0.99159224,-0.062920261,-0.58134108,0.25490212,0.26690667
"2343",2343,"WALKING_DOWNSTAIRS",-0.19584924,0.44707276,-0.69226109,-0.5427676,0.2635921,0.29282537
"2344",2344,"WALKING_DOWNSTAIRS",-0.62353479,0.85523892,0.12946236,-0.5307612,0.27056717,0.29782452
"2345",2345,"WALKING_DOWNSTAIRS",-0.28369282,0.82931552,-0.4092566,-0.53931708,0.27047362,0.29078467
"2346",2346,"WALKING_DOWNSTAIRS",0.61294171,-0.93597214,-0.50259445,-0.54657049,0.26907567,0.28574569
"2347",2347,"WALKING_DOWNSTAIRS",-0.14616398,-0.87762059,0.21239288,-0.5729383,0.26273071,0.26824111
"2348",2348,"WALKING_DOWNSTAIRS",-0.38457559,-0.91688732,0.19517378,-0.52351708,0.28861144,0.29029367
"2349",2349,"WALKING_DOWNSTAIRS",0.71548671,0.49829197,0.63807112,-0.55797202,0.26668734,0.27793439
"2350",2350,"WALKING_DOWNSTAIRS",0.37834445,0.91464899,-0.1492792,-0.54745171,0.26775432,0.28597397
"2351",2351,"WALKING_DOWNSTAIRS",-0.56572975,-0.41362829,-0.17502861,-0.53161936,0.2750792,0.29383538
"2352",2352,"WALKING_DOWNSTAIRS",0.37703973,0.91718281,-0.18079069,-0.54563543,0.269819,0.28598279
"2353",2353,"WALKING_DOWNSTAIRS",-0.71697888,-0.61470141,-0.28402564,-0.54913882,0.27562813,0.27863467
"2354",2354,"WALKING_DOWNSTAIRS",0.89914035,-0.99590435,0.16553996,-0.5451946,0.27974072,0.27878388
"2355",2355,"WALKING_DOWNSTAIRS",0.36666346,-0.7413803,0.31004297,-0.5705662,0.26162186,0.27107007
"2356",2356,"WALKING_UPSTAIRS",0.49879674,-0.8984684,-0.090835462,-0.49617466,0.26503706,0.32964358
"2357",2357,"WALKING_UPSTAIRS",0.031984321,-0.80032434,0.3284269,-0.43301933,0.30606092,0.3523574
"2358",2358,"WALKING_UPSTAIRS",-0.38704893,-0.87909859,-0.24116053,-0.39243478,0.3288788,0.36812466
"2359",2359,"WALKING_UPSTAIRS",0.45017314,-0.90009327,0.54911633,-0.39419464,0.32927854,0.36637363
"2360",2360,"WALKING_UPSTAIRS",0.20085122,0.84434966,0.45290679,-0.42764227,0.31320599,0.35139906
"2361",2361,"WALKING_UPSTAIRS",0.025402896,-0.51644632,-0.38572316,-0.4371838,0.29693543,0.3555611
"2362",2362,"WALKING_UPSTAIRS",0.16060783,0.16673781,0.17955806,-0.42625947,0.30994729,0.35498186
"2363",2363,"WALKING_UPSTAIRS",-0.55390211,0.97951331,0.75455661,-0.42871031,0.32110207,0.34437188
"2364",2364,"WALKING_UPSTAIRS",-0.55054061,0.9701897,0.32767501,-0.42230717,0.31993495,0.35059601
"2365",2365,"WALKING_UPSTAIRS",-0.82376994,-0.96292789,0.6331226,-0.44607813,0.27184883,0.36500458
"2366",2366,"WALKING_UPSTAIRS",-0.68254339,-0.86625149,0.48670306,-0.42067352,0.29981617,0.36679183
"2367",2367,"WALKING_UPSTAIRS",-0.82720088,-0.96597622,0.18690742,-0.40015741,0.32405398,0.36556639
"2368",2368,"WALKING_UPSTAIRS",0.74572542,-0.97766252,0.5251444,-0.41819746,0.32409305,0.35071459
"2369",2369,"WALKING_UPSTAIRS",0.9257484,0.78211421,0.16589624,-0.43999528,0.30532697,0.34721056
"2370",2370,"WALKING_UPSTAIRS",0.40825532,-0.91535245,-0.46985924,-0.41870875,0.3045418,0.36503299
"2371",2371,"WALKING_UPSTAIRS",-0.029338337,0.64894007,0.91079243,-0.41739956,0.321225,0.3536327
"2372",2372,"WALKING_UPSTAIRS",0.63677287,0.81594946,0.023946959,-0.43650249,0.31031635,0.346324
"2373",2373,"WALKING_UPSTAIRS",0.78557615,0.95133827,-0.15451056,-0.42225682,0.30563416,0.36139105
"2374",2374,"WALKING_UPSTAIRS",-0.88270066,-0.98554822,0.67172008,-0.43378556,0.29479347,0.35978476
"2375",2375,"WALKING_UPSTAIRS",-0.49201325,-0.95811916,0.19884191,-0.40896968,0.30935144,0.36940723
"2376",2376,"WALKING_UPSTAIRS",0.55728654,-0.91506749,0.088278481,-0.39112408,0.3199372,0.37600313
"2377",2377,"WALKING_UPSTAIRS",0.84258503,-0.7874018,0.059908954,-0.40471506,0.31590057,0.36803801
"2378",2378,"WALKING_UPSTAIRS",0.42761385,0.52000947,-0.90406112,-0.4149035,0.3085593,0.36520436
"2379",2379,"WALKING_UPSTAIRS",-0.36036197,-0.72700734,0.73503199,-0.40186349,0.31503456,0.37098101
"2380",2380,"WALKING_UPSTAIRS",-0.15263567,0.7661914,0.27714518,-0.40029539,0.32164751,0.36729737
"2381",2381,"WALKING_UPSTAIRS",-0.86701753,0.97312338,-0.39721893,-0.40408367,0.31441258,0.36964915
"2382",2382,"WALKING_UPSTAIRS",-0.67412479,0.63567618,-0.46287517,-0.41106448,0.30512471,0.37074936
"2383",2383,"STANDING",-0.57009547,0.40121763,0.31545079,-0.57187864,0.25539408,0.27445913
"2384",2384,"STANDING",-0.073153189,-0.79694103,-0.69612928,-0.53452676,0.26946042,0.29549638
"2385",2385,"STANDING",0.31073509,-0.42449287,0.018083911,-0.53194053,0.27001708,0.29724073
"2386",2386,"STANDING",0.068784013,0.05844827,0.42797445,-0.5627242,0.26033568,0.27857772
"2387",2387,"STANDING",0.20169376,0.059348094,0.2781879,-0.56647804,0.25941771,0.2761023
"2388",2388,"STANDING",0.15913938,-0.053419296,-0.47433762,-0.56497977,0.25848126,0.27801852
"2389",2389,"STANDING",-0.31706348,0.093350967,-0.94657095,-0.5711864,0.25587674,0.27469495
"2390",2390,"STANDING",-0.25145938,0.030132362,0.25451085,-0.57130106,0.25525763,0.27503527
"2391",2391,"STANDING",0.32343999,-0.32696647,-0.94789238,-0.5645462,0.25780322,0.27885776
"2392",2392,"STANDING",-0.02037512,-0.96786239,0.3397524,-0.5659404,0.26013603,0.27603567
"2393",2393,"STANDING",-0.42529302,0.2662141,0.58414094,-0.57349464,0.26086048,0.2691622
"2394",2394,"STANDING",-0.0032242792,0.50155794,-0.54306071,-0.5695464,0.26193233,0.27170062
"2395",2395,"STANDING",0.19089919,0.29177353,-0.16869581,-0.56784029,0.26062625,0.27409048
"2396",2396,"STANDING",0.25158281,-0.18969374,-0.68188288,-0.57162372,0.25947479,0.27175272
"2397",2397,"STANDING",0.0539979,-0.87215637,0.3911702,-0.56906578,0.26128757,0.27257903
"2398",2398,"STANDING",0.0011455859,-0.18737953,0.2185003,-0.45056305,0.25882314,0.36918672
"2399",2399,"STANDING",-0.33423621,-0.42673846,-0.60630415,-0.49759908,0.24255458,0.34177563
"2400",2400,"STANDING",0.20791567,-0.30072666,-0.0042887188,-0.48426639,0.24704999,0.34965569
"2401",2401,"STANDING",0.30930952,0.15123768,0.09294976,-0.50201233,0.24044517,0.33949489
"2402",2402,"STANDING",-0.24890823,0.28963777,-0.22213363,-0.52105523,0.23751249,0.32629014
"2403",2403,"STANDING",0.012213826,-0.097844787,-0.046862881,-0.51437101,0.24170905,0.32919402
"2404",2404,"STANDING",0.36976293,-0.028929388,-0.9583233,-0.51104989,0.24152957,0.33188313
"2405",2405,"STANDING",0.0016827306,-0.43199037,0.21411566,-0.52445599,0.23661543,0.32412923
"2406",2406,"STANDING",-0.40311855,-0.27512488,0.92696513,-0.5284808,0.23530455,0.32170506
"2407",2407,"STANDING",0.10783724,0.72987566,0.011053941,-0.52042761,0.23837639,0.32630767
"2408",2408,"STANDING",0.23097116,0.04104463,0.85212844,-0.51608637,0.23944906,0.32910287
"2409",2409,"STANDING",-0.16824318,-0.15797032,0.27368002,-0.51933201,0.2366949,0.32807347
"2410",2410,"STANDING",-0.24125932,0.1009468,-0.86606295,-0.52357952,0.23446103,0.32597121
"2411",2411,"STANDING",0.086984578,-0.56477162,-0.45786482,-0.51919037,0.23578849,0.32867005
"2412",2412,"STANDING",0.20531036,-0.91166525,0.23233965,-0.51539447,0.23703644,0.33094822
"2413",2413,"SITTING",0.19646075,0.14717613,0.039306727,-0.90047158,0.15434066,0.059746513
"2414",2414,"SITTING",-0.066626519,0.05782205,-0.0069769374,-0.88432923,0.044709279,-0.048157435
"2415",2415,"SITTING",-0.49725554,0.023516123,-0.029103504,-0.88064126,0.040529986,-0.047931397
"2416",2416,"SITTING",0.39167248,0.0084621837,-0.030576257,-0.88020488,0.03945871,-0.047353674
"2417",2417,"SITTING",0.11895559,-0.024700582,0.031173879,-0.87627568,0.037513631,-0.049311718
"2418",2418,"SITTING",-0.60612248,-0.36269767,-0.094121747,-0.87504848,0.036429437,-0.049467764
"2419",2419,"SITTING",-0.11619225,-0.20151819,0.12711985,-0.87380502,0.03494547,-0.049239029
"2420",2420,"SITTING",0.18655768,-0.17478417,0.14895512,-0.87357136,0.034566721,-0.049093879
"2421",2421,"SITTING",0.32890776,0.049718261,-0.21172882,-0.87455644,0.035161221,-0.048710868
"2422",2422,"SITTING",-0.12956668,-0.049296406,0.0086933214,-0.87519805,0.035435009,-0.048348554
"2423",2423,"SITTING",-0.41217352,0.22727338,0.2612666,-0.87414218,0.034317807,-0.048276241
"2424",2424,"SITTING",-0.19293178,0.48989377,-0.029182188,-0.86990594,0.031763022,-0.049910682
"2425",2425,"SITTING",-0.013503322,0.037906421,-0.094533769,-0.86480843,0.028497495,-0.051664214
"2426",2426,"SITTING",0.22377312,-0.13710237,0.014303678,-0.8618419,0.027404516,-0.053527345
"2427",2427,"SITTING",-0.28575322,0.37270127,-0.64690221,-0.59281205,0.18845866,0.29437526
"2428",2428,"SITTING",0.24024213,0.35044063,-0.34436099,-0.57173373,0.15955592,0.31928915
"2429",2429,"SITTING",-0.17345978,0.37749235,-0.44961523,-0.55508278,0.1664971,0.32965904
"2430",2430,"SITTING",-0.23387351,0.19557689,-0.18594798,-0.5403201,0.18509284,0.33482989
"2431",2431,"SITTING",-0.26972385,-0.34194752,-0.5042426,-0.55520435,0.18106576,0.32514816
"2432",2432,"SITTING",-0.079597088,-0.32067456,0.46774031,-0.56474666,0.17760703,0.31921404
"2433",2433,"SITTING",0.28502969,-0.37339549,-0.1993343,-0.5727427,0.17642317,0.31367389
"2434",2434,"SITTING",0.78552814,-0.45729143,-0.16042524,-0.58169285,0.17364744,0.30793543
"2435",2435,"SITTING",0.0017113829,0.096604308,0.30086476,-0.60448706,0.16554924,0.29357061
"2436",2436,"SITTING",-0.63494853,0.26675714,0.10012902,-0.62307196,0.15612785,0.28253315
"2437",2437,"SITTING",0.049990092,-0.0052308172,-0.27907966,-0.62716195,0.15198866,0.28059756
"2438",2438,"SITTING",-0.041582196,-0.15440679,-0.053611735,-0.63050397,0.15133623,0.27831061
"2439",2439,"SITTING",0.35539145,-0.0040757216,-0.12960847,-0.62967095,0.15157448,0.27886192
"2440",2440,"SITTING",0.2504586,0.1051352,0.56892489,-0.62831221,0.15110447,0.27997356
"2441",2441,"LAYING",0.22395866,-0.32940285,-0.076789185,0.074087923,-0.23531256,-0.59391289
"2442",2442,"LAYING",0.21524353,-0.13979891,0.22721731,0.37609315,-0.2828489,-0.69686193
"2443",2443,"LAYING",-0.14347598,-0.10547472,0.15757065,0.35767528,-0.27817899,-0.69533862
"2444",2444,"LAYING",-0.51702108,-0.038069881,0.049702944,0.34070473,-0.27264134,-0.69470129
"2445",2445,"LAYING",-0.17892956,0.65422202,0.12520396,0.33820019,-0.27333687,-0.69309839
"2446",2446,"LAYING",0.9502461,0.23733785,0.39812386,0.33174572,-0.27345551,-0.69056446
"2447",2447,"LAYING",-0.12743968,0.24131786,0.30545563,0.33048881,-0.27247816,-0.691036
"2448",2448,"LAYING",-0.5292473,0.21727506,-0.35705757,0.32808107,-0.27443681,-0.68821802
"2449",2449,"LAYING",-0.0056548638,-0.11814107,-0.51761831,0.32161079,-0.2810016,-0.67935584
"2450",2450,"LAYING",0.18316001,-0.22992842,0.15583825,0.32562976,-0.27928113,-0.68257603
"2451",2451,"LAYING",0.31245731,0.088016423,0.52328842,0.33608844,-0.27175557,-0.69384968
"2452",2452,"LAYING",0.12977233,-0.29675498,-0.087100416,-0.043034451,-0.22003359,-0.53043555
"2453",2453,"LAYING",0.31893829,-0.1029425,0.071872535,0.32993095,-0.25958991,-0.70327261
"2454",2454,"LAYING",-0.58338048,-0.063551332,0.20792037,0.32694577,-0.25644135,-0.70513602
"2455",2455,"LAYING",-0.043013101,-0.049528187,0.10682083,0.30636457,-0.25468607,-0.6985093
"2456",2456,"LAYING",0.37920638,0.07196022,-0.053955833,0.30062099,-0.25499318,-0.69581614
"2457",2457,"LAYING",0.35300469,0.20623119,0.29999493,0.28937517,-0.2571575,-0.68897196
"2458",2458,"LAYING",0.02910151,0.046008563,-0.2080664,0.27821183,-0.26166169,-0.67984776
"2459",2459,"LAYING",-0.34395997,-0.053717722,-0.11080126,0.27541003,-0.26255132,-0.67776822
"2460",2460,"LAYING",-0.40035289,-0.077661643,0.1735919,0.2830905,-0.2596789,-0.68386146
"2461",2461,"LAYING",-0.00063564096,0.15983059,0.1556969,0.28932456,-0.25732019,-0.6887967
"2462",2462,"LAYING",-0.0095124903,0.19738615,-0.032325372,0.28856834,-0.25633259,-0.68939983
"2463",2463,"LAYING",-0.0029242693,-0.082366659,-0.35306393,0.28323358,-0.25596862,-0.68741376
"2464",2464,"LAYING",0.40058718,0.50203941,0.043886157,0.28873213,-0.25309747,-0.69251357
"2465",2465,"LAYING",0.18926491,0.12054603,0.22244674,0.29845556,-0.2515635,-0.6981382
"2466",2466,"LAYING",-0.35160201,-0.084816735,0.062701547,0.2953513,-0.25096317,-0.69737797
"2467",2467,"WALKING",0.71693066,-0.88095038,0.22943104,-0.44910659,0.27257871,0.36218044
"2468",2468,"WALKING",0.039294816,-0.94811444,-0.25462952,-0.44789742,0.27793069,0.35977072
"2469",2469,"WALKING",-0.88824595,-0.26068327,-0.52222235,-0.45364303,0.27566809,0.35667142
"2470",2470,"WALKING",-0.60596259,0.41026241,-0.33072992,-0.45096729,0.27718143,0.35782288
"2471",2471,"WALKING",0.78451373,0.76852431,-0.181873,-0.44626066,0.28062562,0.35933294
"2472",2472,"WALKING",0.82507533,-0.088891097,0.0049226047,-0.4532228,0.2795036,0.35453962
"2473",2473,"WALKING",-0.071600684,-0.32652745,0.041564499,-0.46496797,0.27694405,0.34686302
"2474",2474,"WALKING",-0.18538567,-0.36414557,0.42024664,-0.46466617,0.28014179,0.34499661
"2475",2475,"WALKING",-0.81444794,0.028585021,0.61309253,-0.46240569,0.28001601,0.34688816
"2476",2476,"WALKING",-0.85662364,-0.66805112,-0.067136968,-0.45681039,0.27690269,0.35337491
"2477",2477,"WALKING",0.32433776,-0.54219108,0.24772136,-0.45206759,0.27714257,0.35697754
"2478",2478,"WALKING",0.62476773,0.30941653,0.23061633,-0.45397235,0.27993893,0.35366048
"2479",2479,"WALKING",0.19840188,0.4545598,0.25265346,-0.45605825,0.28009061,0.35190189
"2480",2480,"WALKING",0.69626588,0.52024993,0.086759332,-0.45726105,0.27691695,0.3530083
"2481",2481,"WALKING",0.29175725,-0.31040508,-0.38208479,-0.45789454,0.27733798,0.35223395
"2482",2482,"WALKING",-0.064594693,-0.90426635,0.78750639,-0.48137947,0.26397069,0.34206548
"2483",2483,"WALKING",0.51850556,-0.68436991,0.23978834,-0.46647849,0.27964692,0.34387495
"2484",2484,"WALKING",0.3390172,0.68135459,-0.24520286,-0.45881788,0.28417617,0.34697671
"2485",2485,"WALKING",-0.87837272,0.6753492,-0.43969847,-0.45639801,0.28207107,0.35032392
"2486",2486,"WALKING",-0.96681113,0.62615935,-0.10824806,-0.45008028,0.28316887,0.3546344
"2487",2487,"WALKING",-0.15033386,-0.029719738,-0.32593055,-0.44629833,0.28262269,0.358002
"2488",2488,"WALKING",0.61653482,-0.74487788,-0.27347962,-0.45261184,0.27994678,0.35473642
"2489",2489,"WALKING",0.69603757,-0.53019336,-0.039615197,-0.46701952,0.27823399,0.34437875
"2490",2490,"WALKING",0.14506739,-0.48544182,0.098484369,-0.47759418,0.27340631,0.33909316
"2491",2491,"WALKING",-0.23852571,-0.23560034,0.22294332,-0.46954863,0.27403854,0.3451001
